nappi_code,name,schedule,dosage_form,pack_size,sep,dispensing_fee,is_generic,regno
730858065,Hibitane obstetric,S2,cream,250.0,R 198.79,R 80.66,Generic,G1390 (ACT 101/1965)
768278007,Synalar,S4,cream,15.0,R 136.09,R 58.97,Generic,G1400 (ACT 101/1965)
768286018,Synalar,S4,ointment,15.0,R 136.09,R 58.97,Generic,G1401(ACT 101/1965)
768294002,Synalar gel,S4,gel,30.0,R 280.69,R 102.43,Generic,B/13.4.1/133
768316006,Synalar c,S4,cream,15.0,R 193.15,R 78.71,Generic,G1398 (ACT 101/1965)
768324009,Synalar c,S4,ointment,15.0,R 193.15,R 78.71,Generic,G1399 (ACT 101/1965)
768332001,Synalar 'n' ointment,S4,ointment,15.0,R 190.78,R 77.89,Generic,G1397(ACT 101/1965
768367018,Synalar n cream,S4,cream,15.0,R 188.56,R 77.12,Generic,G1396 (ACT 101/1965
779822014,Metrazole,S4,tablet,1000.0,R 383.22,R 130.63,Generic,S/20.2.6/251
823511006,Go-pain,S2,syrup,100.0,R 40.16,R 25.78,Generic,27/2.8/0139
823538003,Go-pain,S5,tablet,1000.0,R 571.30,R 168.51,Generic,27/2.8/0137
823554007,Relief-coff expect,S2,syrup,100.0,R 34.44,R 23.80,Generic,27/10.1/0140
823554015,Relief-coff expect,S2,syrup,200.0,R 50.71,R 29.43,Generic,27/10.1/0140
826294014,Naseptin,S4,cream,15.0,R 191.54,R 78.15,Generic,H1371(ACT 101/1965)
826294015,Naseptin,S4,cream,7.0,R 104.85,R 48.16,Generic,H1371 (ACT 101/1965)
895196006,Iboflam,S3,tablet,1000.0,R 474.13,R 154.21,Generic,Z/3.1/377
3001232001,"Bortrac 3,5 Mg",S4,injection,10.0,R 5469.08,R 513.08,Generic,50/26/0474
796824002,Sinustat flu (was Merck-flu),S2,syrup,200.0,R 91.64,R 43.59,Generic,27/5.8/0286
835536009,Decofed,S2,tablet,20.0,R 59.15,R 32.35,Generic,Y/5.8/136
835536017,Merck-Fed Tablets,S2,tablet,500.0,R 83.23,R 40.68,Generic,Y/5.8/136
835544001,Decofed,S2,syrup,100.0,R 53.77,R 30.49,Generic,Y/5.8/137
713431001,Optiray 200ml vial,S4,injection,200.0,R 15174.37,R 1040.79,Generic,34/28/0101
721812001,Optiray 350 h/press syringe 100ml,S4,injection,100.0,R 10735.61,R 799.44,Generic,Z/28/422
738379019,Lipiodol ultra-fluid,S4,injection,10.0,R 458.67,R 151.39,Generic,H2829
804967008,Optiray 350 100ml,S4,injection,100.0,R 7701.16,R 634.45,Generic,Z/28/422
804975019,Optiray 300 50ml,S4,injection,50.0,R 3430.77,R 402.25,Generic,Z/28/418
807087009,Optiray 300 30ml,S4,injection,30.0,R 2149.64,R 332.59,Generic,Z/28/414
807117005,Optiray 300 100ml,S4,injection,100.0,R 6633.60,R 576.40,Generic,Z/28/417
807133019,Optiray 320 50ml,S4,injection,50.0,R 3644.36,R 413.87,Generic,Z/28/412
807141038,Optiray 320 100ml,S4,injection,100.0,R 7060.76,R 599.63,Generic,Z/28/421
815721013,Optiray 350 50ml,S4,injection,50.0,R 3964.72,R 431.29,Generic,Z/28/420
856959006,Xenetix 300 50ml,S4,infusion,50.0,R 295.27,R 106.44,Generic,31/28/0553
856959014,Xenetix 300 50ml,S4,infusion,50.0,R 295.27,R 106.44,Generic,31/28/0553
856967009,Xenetix 300 100ml,S4,infusion,100.0,R 4221.95,R 445.27,Generic,31/28/0553
856967017,Xenetix 300 100ml,S4,infusion,100.0,R 541.84,R 164.17,Generic,31/28/0553
856975001,Xenetix 300 200ml,S4,infusion,200.0,R 984.62,R 229.32,Generic,31/28/0553
856983004,Xenetix 300 500ml,S4,infusion,500.0,R 2224.96,R 336.69,Generic,31/28/0553
856991007,Xenetix 350 100ml,S4,infusion,100.0,R 6804.74,R 585.71,Generic,31/28/0554
856991015,Xenetix 350 100ml,S4,infusion,100.0,R 828.11,R 206.29,Generic,31/28/0554
857009001,Xenetix 350 200ml,S4,infusion,200.0,R 1543.24,R 299.62,Generic,31/28/0554
857017004,Xenetix 350 50ml,S4,infusion,50.0,R 3515.92,R 406.88,Generic,31/28/0554
857017012,Xenetix 350 50ml,S4,infusion,50.0,R 463.68,R 152.77,Generic,31/28/0554
857025007,Xenetix 350 500ml,S4,infusion,500.0,R 3515.91,R 406.88,Generic,31/28/0554
857475002,Optiray 300 pref syringe 50ml,S4,injection,50.0,R 4731.23,R 472.96,Generic,Z/28/418
857483005,Optiray 300 h/press syringe 100ml,S4,injection,100.0,R 9234.52,R 717.82,Generic,Z/28/417
857491008,Optiray 300 h/press syringe 125ml,S4,injection,125.0,R 11486.08,R 840.25,Generic,30/28/0281
857505009,Optiray 350 pref syringe 50ml,S4,injection,50.0,R 5481.86,R 513.78,Generic,Z/28/420
857513001,Optiray 350 h/press syringe 125ml,S4,injection,125.0,R 13362.57,R 942.28,Generic,30/28/0282
3000397001,Optiray 350,S4,injection,500.0,R 18910.92,R 1243.96,Generic,34/28/0101
701072001,Roxifen,S3 ,capsule,30.0,R 64.67,R 34.26,Generic,27/3.1/0059
702172003,Phenorant,S2,syrup,100.0,R 25.83,R 20.82,Generic,G1054(ACT 101 OF 1965)
702172006,Phenorant,S2,syrup,200.0,R 33.51,R 23.48,Generic,G1054(ACT 101 OF 1965)
702521005,Phenorant with codeine,S2,syrup,100.0,R 36.17,R 24.40,Generic,G1053(ACT 101 OF 1965)
702609005,Doxy co,S2,tablet,20.0,R 38.92,R 25.35,Generic,33/2.8/0098
702609013,Doxy co,S2,tablet,100.0,R 121.94,R 54.07,Generic,33/2.8/0098
702725001,Dicyclomine co gel,S2,suspension,100.0,R 30.63,R 22.48,Generic,E1405(ACT 101 OF 1965
702725002,Dicyclomine co gel,S2,suspension,200.0,R 43.12,R 26.80,Generic,E1405(ACT 101 OF 1965
704127001,Otalgon,S2,drops,15.0,R 55.42,R 31.06,Generic,H1545(ACT 101 OF 1965)
704401001,Amoxicap 250,S4,capsule,500.0,R 314.57,R 111.75,Generic,37/20.1.2/0466
705358001,Diabetmin Retard 850,S3,tablet,100.0,R 196.41,R 79.84,Generic,37/21.2/0407
705620001,Terine 15ml,S1,Nod,15.0,R 55.42,R 31.06,Generic,H1546(ACT 101 OF 1965)
706314001,Difen sr,S3,Srt,30.0,R 196.37,R 79.82,Generic,37/3.1/0641
706326001,Belex 250,S4,Fct,500.0,R 550.02,R 165.38,Generic,37/20.1.1/0617
706327001,Belex 500,S4,capsule,100.0,R 253.40,R 94.92,Generic,37/20.1.1/0618
707587001,Glycobeta,S3,tablet,60.0,R 136.65,R 59.16,Generic,A38/21.2/0560
708009001,Forminal 500,S3,Fct,60.0,R 66.55,R 34.91,Generic,A38/21.2/0681
708009002,Forminal 500,S3,Fct,100.0,R 98.81,R 46.07,Generic,A38/21.2/0681
708009003,Forminal 500,S3,Fct,500.0,R 398.54,R 134.85,Generic,A38/21.2/0681
708010001,Forminal 850,S3,Fct,60.0,R 106.03,R 48.57,Generic,A38/21.2/0682
708010002,Forminal 850,S3,Fct,300.0,R 431.12,R 143.81,Generic,A38/21.2/0682
712952001,Novales 20,S4,tablet,30.0,R 233.07,R 89.33,Generic,A40/7.5/0749
712953001,Gulf amlodipine,S3,tablet,30.0,R 92.79,R 43.99,Generic,41/8.1/0812
712954001,Gulf amlodipine,S3,tablet,30.0,R 150.57,R 63.98,Generic,41/8.1/0813
713553001,Gulf Ranitidine 150,S3,Fct,60.0,R 127.16,R 55.88,Generic,A40/11.4.3/0663
713554001,Gulf Ranitidine 300,S3,Fct,30.0,R 111.79,R 50.56,Generic,A40/11.4.3/0415
713555001,Gulf fluconazole,S4,capsule,14.0,R 208.69,R 82.62,Generic,41/20.2.2/0240
713556001,Gulf fluconazole,S4,capsule,1.0,R 56.20,R 31.33,Generic,41/20.2.2/0124
713557001,Gulf fluconazole,S4,capsule,28.0,R 640.69,R 178.72,Generic,41/20.2.2/0107
713908001,Lormeg,S1,tablet,10.0,R 49.21,R 28.91,Generic,41 / 5.7.1 / 0119
713908002,Lormeg,S1,tablet,30.0,R 107.25,R 48.99,Generic,41 / 5.7.1 / 0119
715506005,Colstat,S2,capsule,24.0,R 87.05,R 42.00,Generic,C955 (ACT101/1965)
715506013,Colstat,S2,capsule,500.0,R 1199.61,R 260.95,Generic,C955 (ACT101/1965)
715625001,Gulf atenolol,S3,tablet,28.0,R 52.94,R 30.20,Generic,41/5.2/0005
715626001,Gulf atenolol,S3,tablet,28.0,R 77.31,R 38.63,Generic,41/5.2/0004
717562001,Gulf Ceftriaxone 1G,S4,injection,10.0,R 302.22,R 108.35,Generic,41/20.1.1/0524
717564001,Gulf Amoxy Co 500/100,S4,injection,10.0,R 306.25,R 109.46,Generic,41/20.1.2/0977
717565001,Gulf amoxy co vial powder for injection,S4,injection,20.0,R 560.49,R 166.92,Generic,41/20.1.2/0978
717566001,Gulf Cefuroxime 750,S4,injection,10.0,R 405.56,R 136.78,Generic,41/20.1.1/0646
718746001,Gulf amitriptyline,S5,tablet,500.0,R 507.27,R 159.09,Generic,A40/1.2/0605
719542001,Oxpola,S4,tablet,100.0,R 373.65,R 128.00,Generic,43/5.4.1/0134
719543001,Oxpola,S4,tablet,100.0,R 448.64,R 148.63,Generic,43/5.4.1/0133
719545001,Oxpola,S4,tablet,100.0,R 1501.53,R 297.35,Generic,43/5.4.1/0135
719549001,Gulf Haloperidol 5,S5,tablet,100.0,R 208.51,R 82.57,Generic,42/2.6.5/0065
719675001,Gulf vancomycin powder for injection 10m,S4,injection,10.0,R 1239.59,R 266.83,Generic,42/20.1.1/0971
719677001,Gulf vancomycin powder for injection 20,S4,injection,20.0,R 2296.15,R 340.56,Generic,42/20.1.1/0972
719683001,Racemin 250,S4,tablet,100.0,R 262.81,R 97.51,Generic,41/20.1.1/0976
720369001,Water For Injection Gulf ,S1,injection,10.0,R 345.33,R 120.21,Generic,44/34/0133
720727001,Gulf folic acid,S1,tablet,1000.0,R 918.24,R 219.55,Generic,A40/22.2/0592
720727002,Gulf folic acid,S1,tablet,100.0,R 125.00,R 55.13,Generic,A40/22.2/0592
720733001,Foxin 5ml,S4,drops,5.0,R 242.32,R 91.87,Generic,45/15.1/0034
720734001,Occumol,S3,drops,5.0,R 117.89,R 52.67,Generic,43/15.4/0136
720846001,Gulf cetirizine,S2,tablet,28.0,R 90.38,R 43.15,Generic,41/5.7.1/0555
722759001,Fertab,S4,tablet,10.0,R 257.98,R 96.18,Generic,44/18.8/1034
795402007,Kodapon,S2,tablet,1000.0,R 676.35,R 183.96,Generic,B/2.8/1473
795402066,Kodapon,S2,tablet,100.0,R 93.49,R 44.23,Generic,B/2.8/1473
806552034,Indoblok,S3,tablet,1000.0,R 192.86,R 78.61,Generic,28/5.2/0420
806560029,Indoblok,S3,tablet,1000.0,R 308.55,R 110.09,Generic,28/5.2/0421
818267038,Trolic,S4,tablet,1000.0,R 247.01,R 93.16,Generic,G3093(ACT 101 OF 1965)
867950021,Gulf paracetamol,S1,tablet,1000.0,R 215.50,R 84.49,Generic,28/2.7/0511
867969024,Painblok,S1,tablet,100.0,R 55.58,R 31.11,Generic,27/2.7/0138
867977027,Nucotrim,S4,tablet,1000.0,R 288.65,R 104.62,Generic,Z/20.2/0026
868213012,Gulf indomethacin,S3,capsule,1000.0,R 269.36,R 99.31,Generic,27/3.1/0136
868221007,Ibunate,S3,tablet,1000.0,R 247.01,R 93.16,Generic,29/3.1/0727
878421009,Clomaderm,S1,cream,20.0,R 31.29,R 22.71,Generic,28/20.2.2/0419
878448004,Gynezol,S1,Vcr,50.0,R 54.13,R 30.61,Generic,28/20.2.2/0418
884167003,Nucotet,S4,capsule,1000.0,R 292.16,R 105.58,Generic,Z/20.1.1/0246
885863005,Von paracetamol,S1,tablet,1000.0,R 268.89,R 99.18,Generic,B/2.7/1480
892662006,Nucopain,S5,tablet,1000.0,R 522.65,R 161.35,Generic,Z/2.8/27
894212006,Jp paracetamol,S1,tablet,1000.0,R 256.20,R 95.69,Generic,B/2.7/1644
894842005,Doctrim,S4,suspension,50.0,R 26.37,R 21.01,Generic,28/20.2/0378
894842013,Doctrim,S4,suspension,100.0,R 34.59,R 23.85,Generic,28/20.2/0378
897329016,Gulf ferrous sulphate compound,S1,tablet,30.0,R 53.43,R 30.37,Generic,H825 (ACT101/1965)
897329017,Gulf ferrous sulphate compound,S1,tablet,100.0,R 135.69,R 58.83,Generic,H825 (ACT101/1965)
897329018,Gulf ferrous sulphate compound,S1,tablet,500.0,R 549.59,R 165.31,Generic,H825 (ACT101/1965)
897334011,Alsan,S2,cream,25.0,R 51.49,R 29.70,Generic,G1881(ACT 101/1965)
3001172001,Gulf Citalopram 20,S5,tablet,30.0,R 128.46,R 56.33,Generic,42/1.2/0214
3001173001,Gulf Hydrochlorothiazide 25,S3,tablet,30.0,R 41.33,R 26.18,Generic,41/18.1/0559
3001173002,Gulf Hydrochlorothiazide 25,S3,tablet,100.0,R 95.37,R 44.88,Generic,41/18.1/0559
3001173003,Gulf Hydrochlorothiazide 25,S3,tablet,500.0,R 383.02,R 130.58,Generic,41/18.1/0559
3001174002,Gulf Carbamazepine 200,S3,tablet,100.0,R 281.86,R 102.75,Generic,43/2.5/0840
703232001,Cipralex,S5,tablet,28.0,R 459.17,R 151.53,Originator,36/1.2/0319
705592001,Ebixa,S4,tablet,56.0,R 1123.49,R 249.75,Originator,38/34/0226
705634001,Abilify,S5,tablet,30.0,R 1467.29,R 295.49,Generic,A38/2.6.5/0595
705635001,Abilify,S5,tablet,30.0,R 1758.30,R 311.32,Generic,A38/2.6.5/0596
706181001,Ebixa drops,S4,drops,50.0,R 901.68,R 217.11,Originator,38/34/0227
709647001,Cipralex,S5,tablet,28.0,R 776.41,R 198.68,Originator,36/1.2/0321
712192001,Abilify,S5,tablet,30.0,R 1071.26,R 242.06,Generic,41/2.6.5/0493
714852007,Clopixol depot,S5,injection,1.0,R 178.33,R 73.58,Originator,R/2.6.5/52
714852023,Clopixol depot,S5,injection,1.0,R 713.02,R 189.36,Originator,R/2.6.5/52
720751001,Brintellix,S5,tablet,28.0,R 579.52,R 169.72,Generic,48/1.2/0430
720752001,Brintellix,S5,tablet,28.0,R 620.73,R 175.78,Generic,48/1.2/0432
721190001,Brintellix,S5,tablet,28.0,R 579.52,R 169.72,Generic,48/1.2/0429
726656003,Fluanxol,S5,tablet,30.0,R 355.79,R 123.09,Originator,B/2.6.5/1372
726664006,Fluanxol,S5,tablet,30.0,R 483.54,R 155.60,Originator,B/2.6.5/1380
726672004,Fluanxol Depot 20 Mg/Ml,S5,injection,1.0,R 147.75,R 63.00,Originator,G/2.6.5/138
726672025,Fluanxol depot 1ml,S5,injection,1.0,R 595.92,R 172.13,Originator,G/2.6.5/138
786934018,Clopixol acuphase 1ml ampoule,S5,injection,1.0,R 209.34,R 82.80,Originator,W/2.6.5/57
789798018,Clopixol,S5,tablet,100.0,R 506.96,R 159.04,Originator,T/2.6.5/181
796751005,Clopixol,S5,tablet,100.0,R 227.44,R 87.78,Originator,T/2.6.5/180
810622009,Cipramil,S5,tablet,28.0,R 572.18,R 168.64,Originator,29/1.2/0232
718284001,Hetero tenofovir,S4,tablet,30.0,R 426.24,R 142.47,Generic,46/20.2.8/0019
720869001,Hetemcit 200mg/300mg,S4,tablet,30.0,R 576.34,R 169.25,Generic,47/20.2.8/0232
722622001,Heteruam 600mg/300mg,S4,tablet,30.0,R 757.26,R 195.87,Generic,48/20.2.8/1243
722622002,Heteruam 600mg/300mg,S4,tablet,28.0,R 713.38,R 189.41,Generic,48/20.2.8/1243
72869001,Hetemcit,S4,tablet,30.0,R 562.89,R 167.27,Generic,47/20.2.8/0232
715591001,Hevaz,S4,tablet,30.0,R 370.41,R 127.11,Generic,43/20.2.8/0363
717003001,Nevivir,S4,tablet,60.0,R 433.37,R 144.43,Generic,43/20.2.8/0230
717806001,Hetlam,S4,tablet,60.0,R 241.18,R 91.56,Generic,43/20.2.8/0831
721197001,Heftenam,S4,tablet,30.0,R 440.60,R 146.42,Generic,46/20.2.8/0757
720931001,Vorior,S4,tablet,10.0,R 303.85,R 108.80,Generic,44/20.2.8/0016
720931002,Vorior,S4,tablet,30.0,R 785.13,R 199.97,Generic,44/20.2.8/0016
720931003,Vorior,S4,tablet,42.0,R 1059.56,R 240.34,Generic,44/20.2.8/0016
715669001,Combozil 150mg/300mg,S4,tablet,60.0,R 629.59,R 177.08,Generic,43/20.2.8/0362
3000054001,Floxave 400,S4,Fct,5.0,R 287.33,R 104.25,Generic,48/20.1.1/0021
3000595001,Dovimil ,S4,Fct,30.0,R 747.37,R 194.41,Generic,52/20.2.8/0946
3000595002,Dovimil ,S4,Fct,28.0,R 704.15,R 188.05,Generic,52/20.2.8/0946
3000596001,Luvigen,S4,Fct,30.0,R 747.37,R 194.41,Generic,52/20.2.8/0948.946
3000596001,Luvigen,S4,Fct,30.0,R 747.37,R 194.41,Generic,52/20.2.8/0948.946
3000596002,Luvigen,S4,Fct,28.0,R 704.15,R 188.05,Generic,52/20.2.8/0948.946
3000596002,Luvigen,S4,Fct,28.0,R 704.15,R 188.05,Generic,52/20.2.8/0948.946
3000665001,Milutin ,S4,Fct,28.0,R 704.15,R 188.05,Generic,52/20.2.8/0947.946
3000665002,Milutin ,S4,Fct,30.0,R 747.37,R 194.41,Generic,52/20.2.8/0947.946
702173003,Subutex sublingual,S6,tablet,7.0,R 248.81,R 93.66,Generic,33/34/0378
702175003,Subutex sublingual,S6,tablet,7.0,R 826.98,R 206.12,Generic,33/34/0379
714063001,Suboxone 2mg/0.50mg,S6,Slt,7.0,R 180.09,R 74.19,Generic,41/34/1010
714064001,Suboxone 8mg/2mg,S6,Slt,7.0,R 597.19,R 172.32,Generic,41/34/1011
769517005,Temgesic 1ml,S6,injection,5.0,R 371.54,R 127.42,Generic,L/2.9/157
783072007,Temgesic sublingual,S6,tablet,50.0,R 645.83,R 179.47,Generic,S/2.7/327
718256001,Pexola er,S4,Srt,30.0,R 1174.10,R 257.19,Generic,43/5.4.1/1064
718257001,Pexola er,S4,Srt,30.0,R 1639.87,R 304.88,Generic,43/5.4.1/1065
718258001,Pexola er,S4,Srt,30.0,R 2609.50,R 357.60,Generic,43/5.4.1/1066
702523006,Spiriva inh.caps 30 with handihaler,S3,Kit,30.0,R 1052.26,R 239.27,Generic,36/10.2.1/0044
702526003,Spiriva (refill),S3,capsule,30.0,R 1022.70,R 234.92,Generic,36/10.2.1/0044
703603003,Pulmison 5 Mg/Ml Paediatric,S4,solution,50.0,R 206.68,R 82.07,Generic,35/21.5.1/0364
704020001,Inflammide 200 Novolizer ,S3,Ref,10.0,R 372.62,R 127.72,Generic,37/21.5.1/0343
704021001,Inflammide  200 Novolizer ,S3,inhaler,10.0,R 531.91,R 162.71,Generic,37/21.5.1/0343
706543001,Atrovent HFA 200dose,S2,inhaler,10.0,R 308.08,R 109.96,Generic,37/10.2.1/0273
706544001,Berotec HFA 200dose,S2,inhaler,10.0,R 277.06,R 101.43,Generic,34/10.2.1/0367
707813018,Berotec 0.05 %,S2,syrup,150.0,R 165.69,R 69.21,Generic,K/10.2/182
707879001,Inflammide 400 Novolizer,S3,inhaler,10.0,R 531.91,R 162.71,Generic,A38/21.5.1/0629
707881001,Inflammide 400 Novolizer ,S3,Ref,10.0,R 372.62,R 127.72,Generic,A38/21.5.1/0629
707882001,Duovent HFA 200dose,S2,inhaler,10.0,R 378.70,R 129.39,Generic,35/10.2.1/0302
710032005,Bisolvon linctus da,S2,syrup,100.0,R 67.50,R 35.24,Generic,B/10.1/18
710032013,Bisolvon linctus da,S2,syrup,200.0,R 116.81,R 52.30,Generic,B/10.1/18
710040008,Bisolvon solution,S2,nebuliser,50.0,R 170.87,R 71.00,Generic,G642 (ACT 101/1965)
710897001,Spiriva respimat inhaler 60 doses,S3,inhaler,4.0,R 1129.00,R 250.56,Generic,41/10.2.1/0849
711276013,Buscopan 10 Mg,S2,tablet,100.0,R 517.68,R 160.62,Generic,E501 (ACT 101/1965)
711284008,Buscopan co 5ml,S4,injection,5.0,R 253.90,R 95.06,Generic,E/11.2/504
711292019,Buscopan compound,S4,tablet,20.0,R 243.91,R 92.31,Generic,E/11.2/502
711292027,Buscopan compound,S4,tablet,100.0,R 988.07,R 229.82,Generic,E/11.2/502
711306001,Buscopan 1ml,S2,injection,1.0,R 184.05,R 75.56,Generic,E500 (ACT 101/1965)
712253001,Inflanaze  100,S3,Aqs,10.0,R 354.34,R 122.69,Generic,41/21.5.1/0238
712919001,Pradaxa,S4,capsule,60.0,R 1324.85,R 279.37,Generic,45/8.2/0162
714152001,Forvent (refill),S3,capsule,30.0,R 666.45,R 182.51,Generic,36/10.2.1/0045
714167001,Forvent handihaler complete with 30 inh,S3,Kit,30.0,R 724.97,R 191.12,Generic,36/10.2.1/0045
714249001,Pritor,S 3,tablet,28.0,R 296.05,R 106.65,Generic,33/7.1.3/0022
714250001,Pritor,S 3,tablet,28.0,R 296.05,R 106.65,Generic,33/7.1.3/0023
714251001,Co-pritor 40/12.5 mg,S 3,tablet,28.0,R 296.05,R 106.65,Generic,35/7.1.3/0347
714252001,Co-pritor 80/12.5mg,S 3,tablet,28.0,R 296.05,R 106.65,Generic,35/7.1.3/0348
714547001,Pradaxa,S4,capsule,30.0,R 711.94,R 189.20,Generic,42/8.2/0131
714547002,Pradaxa,S4,capsule,60.0,R 1324.85,R 279.37,Generic,42/8.2/0131
714548001,Pradaxa,S4,capsule,30.0,R 711.94,R 189.20,Generic,42/8.2/0130
714548002,Pradaxa,S4,capsule,60.0,R 1324.85,R 279.37,Generic,42/8.2/0130
714557001,Immukine vial 0.5ml,S4,injection,0.0,R 12359.72,R 887.75,Generic,27/26/0181
716791001,Co-Micardis 80/25 Mg Tablets,S3,tablet,28.0,R 296.05,R 106.65,Generic,42/7.1.3/0766
717366001,Twynsta 40mg/5mg,S3,tablet,28.0,R 401.18,R 135.57,Generic,44/7.1.3/0857
717367001,Twynsta 40mg/10mg,S3,tablet,28.0,R 451.87,R 149.52,Generic,44/7.1.3/0858
717368001,Twynsta 80mg/5mg,S3,tablet,28.0,R 401.18,R 135.57,Generic,44/7.1.3/0859
717369001,Twynsta 80mg/10mg,S3,tablet,28.0,R 451.87,R 149.52,Generic,44/7.1.3/0860
718253001,Pexola er,S4,Srt,30.0,R 603.51,R 173.25,Generic,43/5.4.1/1062
718255001,Pexola er,S4,Srt,30.0,R 1089.38,R 244.73,Generic,43/5.4.1/1063
720704006,Dixarit,S2,tablet,100.0,R 570.30,R 168.36,Generic,E/7.3/139
720929001,Jardiance,S4,tablet,30.0,R 669.96,R 183.02,Generic,48/21.2/1380
721619001,Jardiance,S4,tablet,30.0,R 669.96,R 183.02,Generic,48/21.2/0411
722359004,Effortil 1ml,S2,injection,1.0,R 302.48,R 108.42,Generic,F/5.1/197
728705001,Gericomplex  ,S5,capsule,30.0,R 299.79,R 107.68,Generic,G2667 (ACT 101/1965)
728705028,Gericomplex  ,S5,capsule,100.0,R 849.87,R 209.49,Generic,G2667 (ACT 101/1965)
786241004,Atrovent,S3,vial,2.0,R 545.16,R 164.66,Generic,X/10.2.1/322
791989003,Berotec 1.25 Udv,S3,solution,60.0,R 253.00,R 94.81,Generic,Z/10.2.1/57
793973007,Berotec 0.5 Udv,S3,solution,60.0,R 204.59,R 81.49,Generic,Z/10.2.1/274
794007007,Atrovent udv paed,S3,vial,2.0,R 400.29,R 135.33,Generic,Z/10.2.1/38
797413006,Buscopan,S2,syrup,100.0,R 131.36,R 57.33,Generic,Z/11.2/93
798746009,Persantin,S3,injection,2.0,R 634.31,R 177.78,Generic,H535 (ACT 101/1965)
818615001,Mobic,S3,tablet,30.0,R 87.71,R 42.23,Generic,29/3.1/0421
820733016,Atrovent beta udv 4ml,S3,vial,4.0,R 674.70,R 183.72,Generic,Z/10.2.1/78
824577019,Combivent udv,S3,vial,2.0,R 1117.89,R 248.92,Generic,30/10.2.1/0476
824585003,Mobic  15 Mg Suppositories,S3,suppository,12.0,R 341.85,R 119.25,Generic,29/3.1/0425
824615018,Lendormin  0.250 Mg,S5,tablet,30.0,R 346.53,R 120.54,Generic,Q/2.2/297
824623002,Combivent ,S2,inhaler,300.0,R 227.19,R 87.71,Generic,29/10.2.1/0015
835633004,Atrovent 0.025 %,S3,nebuliser,20.0,R 249.69,R 93.90,Generic,Q/10.2.1/117
835706001,Berotec  0.1 %,S3,nebuliser,20.0,R 186.02,R 76.24,Generic,Q/10.2.1/370
836826019,Pulmison  20 Mg,S4,tablet,30.0,R 410.36,R 138.10,Generic,31/21.5.1/0521
839302002,Asasantin 200/25 retard,S3,capsule,60.0,R 687.81,R 185.65,Generic,31/8/0641
839329008,Inflammide 100 ,S3,inhaler,300.0,R 272.12,R 100.07,Generic,28/21.5.1/0051
839337019,Inflammide 200,S3,inhaler,300.0,R 369.17,R 126.77,Generic,28/21.5.1/0052
840645007,Viramune  200 Mg,S4,tablet,60.0,R 415.37,R 139.48,Generic,31/20.2.8/0640
842052003,Mobic,S3,tablet,10.0,R 83.11,R 40.64,Generic,29/3.1/0422
842052004,Mobic,S3,tablet,30.0,R 210.72,R 83.18,Generic,29/3.1/0422
851108008,Persantin 200 retard,S3,Src,60.0,R 676.52,R 183.99,Generic,27/8/0400
856878006,Mobic 15mg/1.5ml,S3,injection,1.0,R 102.56,R 47.37,Generic,29/3.1/0420
860387003,Micardis,S3,tablet,28.0,R 481.18,R 155.25,Generic,33/7.1.3/0020
860395006,Micardis,S3,tablet,28.0,R 481.18,R 155.25,Generic,33/7.1.3/0021
861855019,Viramune 50 Mg/5 Ml,S4,suspension,240.0,R 299.05,R 107.48,Generic,33/20.2.8/0504
863548008,Actilyse 50mg vial + solvent,S4,Kit,50.0,R 9894.99,R 753.74,Generic,U/31/229 
879568003,Inflanaze 50,S3,Aqs,10.0,R 307.97,R 109.93,Generic,32/21.5.1/0532
893007003,Metalyse vial,S4,injection,8.0,R 19695.41,R 1286.62,Generic,"34/31/0409 (INJECTION), 34/32.4/0411 (SOLVENT)"
893013005,Metalyse vial,S4,injection,10.0,R 21922.40,R 1407.71,Generic,34/31/0410 
894614002,Co-micardis 40mg/12.5mg,S3,tablet,28.0,R 478.13,R 154.80,Generic,35/7.1.3/0096
894621009,Co-micardis 80mg/12.5mg,S3,tablet,28.0,R 478.13,R 154.80,Generic,35/7.1.3/0097
898828012,Pexola,S4,tablet,100.0,R 2013.21,R 325.18,Generic,32/5.4.1/0300
898836007,Pexola,S4,tablet,100.0,R 627.50,R 176.78,Generic,32/5.4.1/0298
898848008,Pexola,S4,tablet,100.0,R 1147.60,R 253.29,Generic,32/5.4.1/0299
722569001,Praxbind solution for infusion 2 vials,S4,Kit,50.0,R 46635.44,R 2751.44,Generic,50/30.1/0315
722961001,Micomune,S4,tablet,50.0,R 1468.22,R 295.54,Generic,48/32.2/1156
722962001,Pecaset,S4,tablet,60.0,R 648.71,R 179.90,Generic,49/26/0681
722963001,Pecaset,S4,tablet,120.0,R 3659.12,R 414.67,Generic,49/26/0682
722783001,Capexa,S4,tablet,60.0,R 648.61,R 179.88,Generic,49/26/0683
722784001,Capexa,S5,tablet,120.0,R 3621.92,R 412.65,Generic,49/26/0684
721778004,Durobac 'ds',S4,tablet,30.0,R 74.30,R 37.59,Generic,P/20.2/55
701891002,Amdocin,S3,capsule,500.0,R 138.29,R 59.73,Generic,27/3.1/0169
701891003,Amdocin,S3,capsule,1000.0,R 251.54,R 94.41,Generic,27/3.1/0169
702148011,Amzole,S4,tablet,1000.0,R 292.81,R 105.76,Generic,27/20.2.6/0008
704465001,Painogesic,S1,tablet,5000.0,R 569.53,R 168.25,Generic,34/2.7/0466
