name,type,group,province,city,address,latitude,longitude,beds,practiceNumber,switchhouse,source
ec Matatiele EMS Station,other,,EC,,"Main Street, Matatiele, Private Bag X836",-30.348,28.82022,,,,dsfsi_ems
ec Bizana EMS Station,other,,EC,,,-30.8621,29.854648,,,,dsfsi_ems
ec Mzamba EMS Station,other,,EC,,,-31.0781,30.183295,,,,dsfsi_ems
ec Sipetu EMS Station,other,,EC,,,-31.09,29.18,,,,dsfsi_ems
ec Tabankulu EMS Station,other,,EC,,,-30.96,29.29,,,,dsfsi_ems
ec Mount Ayliff EMS Station,other,,EC,,,-30.7977,29.37102,,,,dsfsi_ems
ec Mount Frere EMS Station,other,,EC,,,-30.9,28.99,,,,dsfsi_ems
ec Cathcart EMS Station,other,,EC,,,-32.298,27.143,,,,dsfsi_ems
ec Keiskammahoek EMS Station,other,,EC,,,-32.6835,27.13396,,,,dsfsi_ems
ec Stutterheim EMS Station,other,,EC,,,-32.56,27.42,,,,dsfsi_ems
ec Komga EMS Station,other,,EC,,,-32.576,27.89576,,,,dsfsi_ems
ec Willowvale EMS Station,other,,EC,,,-32.265,28.498,,,,dsfsi_ems
ec Butterworth EMS Station,other,,EC,,,-32.332,28.138,,,,dsfsi_ems
ec Peddie EMS Station,other,,EC,,,-33.21,27.132,,,,dsfsi_ems
ec Adelaide EMS Station,other,,EC,,,-32.699,26.294,,,,dsfsi_ems
ec Bedford EMS Station,other,,EC,,,-32.6762,26.083139,,,,dsfsi_ems
ec Fort Beaufort EMS Station,other,,EC,,,-32.781,26.634,,,,dsfsi_ems
ec Victoria EMS Station,other,,EC,,,-32.775,26.846,,,,dsfsi_ems
ec East London EMS Station,other,,EC,East London,,-32.9785,27.89822,,,,dsfsi_ems
ec Grey EMS Station,other,,EC,East London,,-32.87,27.39,,,,dsfsi_ems
ec Mdantsane EMS Station,other,,EC,East London,,-32.92,27.74,,,,dsfsi_ems
ec Dordrecht EMS Station,other,,EC,,,-31.391,27.044,,,,dsfsi_ems
ec Indwe EMS Station,other,,EC,,,-31.4683,27.34042,,,,dsfsi_ems
ec Lady Frere EMS Station,other,,EC,,,-31.719,27.199,,,,dsfsi_ems
ec Ngcobo EMS Station,other,,EC,,,-31.678,28.005,,,,dsfsi_ems
ec Hewu EMS Station,other,,EC,,,-32.172,26.805,,,,dsfsi_ems
ec Hofmeyer EMS Station,other,,EC,,,-31.654,25.805,,,,dsfsi_ems
ec Ilinge EMS Station,other,,EC,,,-31.977,27.04,,,,dsfsi_ems
ec Molteno EMS Station,other,,EC,,,-31.391,26.355,,,,dsfsi_ems
ec Queenstown EMS Station,other,,EC,,,-31.9225,26.90854,,,,dsfsi_ems
ec Sterkstroom EMS Station,other,,EC,,,-31.553,26.553,,,,dsfsi_ems
ec Tarkastad EMS Station,other,,EC,,,-32.01,26.259,,,,dsfsi_ems
ec Thornhill EMS Station,other,,EC,,,-31.987,26.613,,,,dsfsi_ems
ec Cofimvaba EMS Station,other,,EC,,,-32.011,27.583,,,,dsfsi_ems
ec Ncora EMS Station,other,,EC,,,-31.818,27.74,,,,dsfsi_ems
ec Tsomo EMS Station,other,,EC,,,-32.038,27.82,,,,dsfsi_ems
ec Cradock EMS Station,other,,EC,,,-32.167,25.622,,,,dsfsi_ems
ec Middelburg EMS Station,other,,EC,,,-31.495,25.008,,,,dsfsi_ems
ec Cala EMS Station,other,,EC,,,-31.522,27.682,,,,dsfsi_ems
ec Elliot EMS Station,other,,EC,,,-31.337,27.837,,,,dsfsi_ems
ec Maclear EMS Station,other,,EC,,,-31.075,28.347,,,,dsfsi_ems
ec Tayler Bequest EMS Station,other,,EC,,"Hospital St, Mount Fletcher, 4770",-30.689,28.509,,,,dsfsi_ems
ec Barkly East EMS Station,other,,EC,,,-30.972,27.594,,,,dsfsi_ems
ec Lady Grey EMS Station,other,,EC,,,-31.29,25.819,,,,dsfsi_ems
ec Sterkspruit EMS Station,other,,EC,,,-30.454,27.532,,,,dsfsi_ems
ec Aliwal North EMS Station,other,,EC,,,-30.696,26.707,,,,dsfsi_ems
ec Burgersdorp EMS Station,other,,EC,,,-30.994,26.332,,,,dsfsi_ems
ec Jamestown EMS Station,other,,EC,,,-31.123,26.807,,,,dsfsi_ems
ec Steynsburg EMS Station,other,,EC,,,-31.296,25.811,,,,dsfsi_ems
ec Venterstad EMS Station,other,,EC,,,-30.778,25.796,,,,dsfsi_ems
ec Motherwell EMS Station,other,,EC,Port Elizabeth,,-33.811,25.597,,,,dsfsi_ems
ec Despatch EMS Station,other,,EC,Port Elizabeth,,-33.8029,25.470391,,,,dsfsi_ems
ec Uitenhage EMS Station,other,,EC,Port Elizabeth,,-33.741,25.406,,,,dsfsi_ems
ec Port Elizabeth EMS Station,other,,EC,Port Elizabeth,,-33.95,25.59,,,,dsfsi_ems
ec Flagstaff EMS Station,other,,EC,,,-31.08,29.496,,,,dsfsi_ems
ec Lusikisiki EMS Station,other,,EC,,,-31.374,29.572,,,,dsfsi_ems
ec Mqanduli EMS Station,other,,EC,,,-31.823,28.765,,,,dsfsi_ems
ec Mthatha EMS Station,other,,EC,,,-31.5911,28.77493,,,,dsfsi_ems
ec Qumbu EMS Station,other,,EC,,,-31.167,28.869,,,,dsfsi_ems
ec Tsolo EMS Station,other,,EC,,,-31.307,28.758,,,,dsfsi_ems
ec Libode EMS Station,other,,EC,,,-31.545,29.016,,,,dsfsi_ems
ec Ngqeleni EMS Station,other,,EC,,,-31.624,28.841,,,,dsfsi_ems
ec Port St Johns EMS Station,other,,EC,,,-31.632,29.545,,,,dsfsi_ems
ec Cookhouse EMS Station,other,,EC,,,-32.74,25.81,,,,dsfsi_ems
ec Pearston EMS Station,other,,EC,,,-32.57,25.12,,,,dsfsi_ems
ec Somerset East EMS Station,other,,EC,,,-32.71,25.58,,,,dsfsi_ems
ec Aberdeen EMS Station,other,,EC,,,-32.4862,24.06093,,,,dsfsi_ems
ec Graaff-Reinet EMS Station,other,,EC,,,-32.2728,24.55239,,,,dsfsi_ems
ec Jansenville EMS Station,other,,EC,,,-32.94,24.66,,,,dsfsi_ems
ec Klipplaat EMS Station,other,,EC,,,-33.02,24.33,,,,dsfsi_ems
ec Steytlerville EMS Station,other,,EC,,,-33.33,24.34,,,,dsfsi_ems
ec Willowmore EMS Station,other,,EC,,,-33.3,23.46,,,,dsfsi_ems
ec Humansdorp EMS Station,other,,EC,,,-34.0302,24.78144,,,,dsfsi_ems
ec Jeffreys Bay EMS Station,other,,EC,,,-34.028,24.918,,,,dsfsi_ems
ec Patensie EMS Station,other,,EC,,,-33.758,24.81,,,,dsfsi_ems
ec Joubertina EMS Station,other,,EC,,,-33.826,23.864,,,,dsfsi_ems
ec Kareedouw EMS Station,other,,EC,,,-33.952,24.306,,,,dsfsi_ems
ec Sanddrift EMS Station,other,,EC,,,-33.99,23.97,,,,dsfsi_ems
ec Alicedale EMS Station,other,,EC,,,-33.317,26.09,,,,dsfsi_ems
ec Grahamstown EMS Station,other,,EC,,,-33.317,26.552,,,,dsfsi_ems
ec Alexandria EMS Station,other,,EC,,,-33.651,26.414,,,,dsfsi_ems
ec Bushmans EMS Station,other,,EC,,,-33.6778,26.644729,,,,dsfsi_ems
ec Port Alfred EMS Station,other,,EC,,,-33.594,26.883,,,,dsfsi_ems
ec Addo EMS Station,other,,EC,,,-33.5476,25.69029,,,,dsfsi_ems
